nose_x,nose_y,left_eye_x,left_eye_y,right_eye_x,right_eye_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y
707.3,102.8,716.5,90.07,694.39,91.91,730.4,99.11,671.26,104.64,773.46,175.75,634.57,178.67,813.91,265.13,582.52,256.78,834.64,199.11,548.89,192.08,747.73,378.6,660.46,377.96,758.92,524.05,685.56,515.44,774.87,666.78,697.42,662.77
706.58,104.11,715.66,90.54,693.3,92.91,729.95,98.85,670.48,105.5,773.01,175.44,634.02,178.69,812.33,267.29,584.3,258.15,833.36,202.59,549.07,193.66,748.1,378.36,660.8,377.24,758.82,523.57,686.3,516.47,774.68,665.69,697.42,662.71
705.04,104.95,714.34,91.32,691.58,93.56,728.55,98.65,669.09,106.27,773.16,175.51,634.28,178.85,808.72,267.43,587.02,261.18,830.99,206.51,549.7,195.82,746.72,381.21,661.19,375.06,757.54,522.36,685.78,515.19,774.69,664.4,697.53,661.93
704.26,106.09,713.12,92.5,690.99,95.2,727.94,98.53,668.5,107.31,773.16,175.41,634.69,179.06,806.07,268.92,589.96,262.11,829.88,209.2,550.98,201.24,745.3,378.89,662.19,373.75,758.11,520.72,685.85,513.5,776.07,664.88,697.38,661.4
703.09,106.72,711.49,92.87,689.21,96.25,727.06,98.41,667.71,108.29,773.83,175.33,635.1,180.34,803.67,269.11,590.61,265.27,828.05,211.33,552.01,205.48,744.62,376.25,661.51,377.11,758.91,522.83,686.25,515.11,775.55,664.51,696.81,662.53
701.89,107.51,710.24,93.04,688.0,96.57,726.37,97.96,666.99,108.54,773.18,175.01,634.44,180.62,802.95,269.93,592.61,266.38,827.3,212.69,552.2,207.47,744.81,376.65,662.79,380.71,759.59,522.75,686.97,515.95,776.68,665.17,696.76,662.82
700.54,107.93,709.59,93.41,686.99,97.32,725.97,98.07,666.83,108.76,772.34,174.04,634.37,181.53,802.46,269.16,592.48,268.78,827.23,213.04,551.9,208.79,747.95,382.01,665.11,378.05,760.7,525.28,687.05,515.68,775.88,666.33,696.91,662.55
699.79,108.01,709.07,93.66,686.04,97.48,725.4,98.56,666.29,108.98,771.99,173.72,634.5,181.13,801.98,268.5,593.55,268.29,826.75,213.62,550.86,210.79,747.21,384.02,663.46,383.48,760.96,525.21,687.21,515.37,775.87,666.48,696.97,662.56
698.82,108.31,707.98,94.03,684.91,97.86,725.04,98.44,665.92,109.95,771.91,173.16,635.06,180.58,802.24,268.42,594.4,267.79,826.43,212.42,550.07,211.85,747.01,382.84,663.8,376.7,761.09,524.62,687.39,514.2,775.8,666.15,697.06,662.57
698.33,108.64,707.43,94.18,684.3,98.19,724.47,97.99,665.23,110.02,771.72,173.36,633.96,182.31,802.78,267.42,593.89,267.9,826.48,211.69,549.53,211.94,746.52,376.01,665.6,379.59,760.22,522.32,685.99,519.07,775.76,665.71,698.51,664.25
697.7,108.64,706.88,94.2,683.5,98.26,724.28,97.8,664.98,110.22,772.06,173.12,634.28,182.36,802.75,267.39,594.56,268.25,827.22,210.54,549.37,212.24,745.86,376.54,664.78,377.15,760.13,522.83,686.13,518.58,775.96,665.76,698.59,663.76
697.03,108.55,705.93,94.05,683.26,98.34,723.82,98.13,664.69,110.24,772.62,173.42,634.43,182.61,803.17,267.52,595.66,269.13,825.82,209.43,549.14,212.53,747.21,383.36,663.35,381.32,761.18,524.73,686.38,517.07,775.67,666.07,697.37,662.27
696.1,108.51,704.41,94.78,682.29,99.06,723.63,98.58,665.0,111.23,772.54,172.88,634.72,182.75,803.24,267.07,595.36,268.88,824.16,208.9,549.33,212.87,748.06,380.23,663.13,377.67,761.03,524.41,686.33,516.64,775.57,665.94,697.96,661.98
694.12,108.97,702.81,94.4,681.21,98.86,723.3,98.44,665.07,110.8,772.39,173.23,633.95,182.83,803.13,267.47,595.95,269.22,824.58,209.13,549.38,213.4,747.06,373.6,663.26,379.53,760.31,522.68,686.42,516.77,775.97,665.69,697.43,662.15
690.99,108.98,700.16,95.02,679.26,98.67,722.47,98.23,664.28,109.99,772.51,173.17,633.62,182.45,803.32,267.45,597.02,269.49,824.51,208.85,549.81,214.4,749.03,378.12,661.7,380.77,760.38,522.71,686.76,515.19,775.95,665.6,697.37,662.06
686.76,108.99,696.2,94.91,675.5,99.27,721.41,98.56,663.77,109.95,771.97,173.46,634.28,181.07,803.23,267.16,596.53,270.49,823.81,208.76,549.46,214.92,747.75,378.86,662.34,378.24,760.44,522.91,686.73,514.82,775.96,665.59,697.39,662.15
678.4,108.04,689.59,94.63,669.68,97.92,720.93,96.83,662.06,107.84,771.74,174.15,635.71,180.07,803.2,268.02,596.09,270.08,823.45,208.9,549.51,214.86,748.19,380.61,662.29,377.24,760.9,524.61,685.89,514.62,775.53,665.06,697.14,662.17
682.29,105.77,693.77,92.7,671.9,96.18,720.3,98.44,662.11,108.65,771.64,172.98,634.59,180.1,802.37,267.26,596.47,268.9,823.11,211.58,549.75,213.97,745.49,377.57,663.02,374.23,759.13,515.66,686.4,512.85,775.41,663.09,697.3,662.18
689.04,104.72,698.92,90.46,677.0,95.32,721.62,98.25,663.97,112.1,772.18,173.88,633.47,182.2,801.24,268.53,595.23,269.05,822.54,212.46,549.5,213.76,747.27,380.51,661.15,378.89,759.93,523.61,686.52,512.8,775.31,664.53,697.75,660.91
685.5,104.09,694.55,90.69,673.74,96.85,721.54,98.04,663.81,112.54,772.24,174.54,636.72,178.99,800.9,269.38,596.18,268.86,821.73,210.94,549.61,214.79,745.37,381.3,662.74,374.3,760.14,524.15,686.41,514.15,775.44,664.49,697.84,660.93
675.22,105.46,686.05,93.0,665.01,96.93,714.66,97.97,657.32,112.15,768.06,174.02,635.33,181.72,799.65,268.42,604.71,275.66,828.65,220.08,544.91,223.99,745.74,380.95,669.76,382.62,761.79,530.28,686.06,519.47,776.37,665.28,699.22,662.27
683.24,102.13,693.52,89.13,671.19,93.83,717.21,98.24,659.09,111.24,767.65,172.62,633.03,183.66,799.52,267.7,604.83,276.44,828.76,219.04,542.25,226.55,747.39,381.11,665.44,386.24,762.06,531.32,685.68,519.62,777.39,663.94,699.16,662.89
685.34,99.62,694.59,87.34,672.73,92.96,717.87,97.82,659.68,111.5,767.68,171.63,632.08,182.3,800.14,265.59,605.54,276.92,823.87,217.31,543.64,228.47,747.84,382.81,666.79,383.48,761.92,530.73,685.76,519.19,777.18,664.0,699.05,662.23
680.71,101.54,691.28,88.9,669.7,93.54,716.76,96.82,659.96,110.86,767.39,172.23,633.33,180.47,801.11,265.99,603.52,274.08,818.22,216.64,544.24,225.66,747.7,384.32,663.59,383.57,761.94,529.46,686.23,517.95,777.21,664.26,698.83,661.77
671.0,97.74,683.65,86.86,663.76,90.43,713.62,98.28,656.15,108.71,764.59,171.13,631.96,178.73,813.89,247.82,575.63,247.83,829.13,214.3,522.65,210.13,748.42,372.61,662.63,381.07,759.46,527.66,686.52,515.07,775.81,664.48,698.05,661.23
669.06,97.94,682.03,86.96,662.35,92.17,713.89,96.7,656.99,111.53,765.65,171.91,633.36,178.36,812.93,252.5,575.64,248.94,828.2,217.31,524.16,213.65,746.81,371.82,660.84,379.61,759.89,525.83,681.9,514.83,774.94,666.02,697.66,660.84
684.31,102.99,695.64,91.22,674.03,93.3,718.7,103.75,659.73,109.21,766.3,172.46,633.99,180.34,814.04,253.49,574.7,252.73,834.76,216.33,520.04,217.36,747.14,376.41,663.31,376.13,759.33,523.65,684.89,518.14,775.69,665.54,698.48,664.27
691.98,102.93,702.2,91.4,679.91,93.19,721.0,104.13,661.43,109.61,766.79,171.35,633.01,180.63,812.51,252.84,574.08,253.46,835.35,214.22,516.87,219.45,746.04,374.06,663.78,375.08,759.84,524.03,685.34,517.68,776.15,665.89,698.45,663.38
691.21,102.19,701.57,91.1,679.87,92.73,721.31,104.01,662.1,109.86,767.97,171.86,633.0,180.44,812.73,253.22,574.26,253.25,838.05,212.1,511.38,216.69,747.0,376.54,659.96,376.75,760.14,525.07,682.41,515.1,775.73,664.63,698.29,661.68
685.1,100.93,697.25,89.85,674.76,92.67,720.75,103.81,661.44,110.29,767.62,172.43,633.36,180.32,811.19,253.53,573.79,252.68,841.95,208.69,514.43,218.78,746.35,376.01,658.29,380.59,760.19,525.69,681.64,514.68,775.78,666.09,697.83,661.88
676.69,101.06,690.2,89.7,668.96,92.54,719.8,102.95,660.96,106.57,767.79,171.94,634.11,179.2,811.55,254.74,574.46,252.26,843.33,211.61,515.5,219.99,746.47,376.03,659.87,377.11,760.41,525.37,682.4,515.09,776.03,665.16,698.68,661.04
684.5,103.24,698.94,92.67,676.44,91.84,722.55,105.53,663.84,104.07,767.8,171.23,633.23,177.38,809.72,259.13,577.43,255.23,853.78,211.92,511.57,212.06,747.77,384.65,663.79,379.7,759.38,528.94,687.28,513.44,775.77,664.79,698.74,660.36
695.48,104.84,707.95,93.86,684.85,92.72,725.21,106.54,666.0,105.08,768.99,171.92,632.94,179.8,808.95,259.72,581.77,255.41,854.7,213.4,512.55,214.04,747.43,383.62,662.93,378.32,759.52,528.2,687.53,513.84,775.95,663.77,698.7,660.79
701.91,105.53,712.76,94.0,689.62,93.79,726.58,106.94,667.41,106.35,769.81,172.42,632.9,180.28,806.31,263.63,581.53,258.03,854.02,217.66,514.26,216.05,748.89,386.57,663.28,382.14,759.3,527.78,687.31,513.96,775.99,664.27,698.63,660.28
702.11,106.31,712.81,94.62,689.47,95.06,726.94,107.5,667.9,108.83,770.19,173.89,633.16,180.88,806.82,266.69,582.67,261.54,854.31,221.49,514.85,217.01,747.67,384.96,662.9,381.17,758.91,527.1,688.1,514.37,776.42,662.33,698.66,660.37
698.12,107.32,709.33,94.86,685.81,95.7,726.85,106.9,667.35,109.27,770.65,174.63,633.59,181.31,807.19,267.75,584.65,261.24,854.5,223.5,515.74,219.1,748.06,382.24,665.49,383.0,759.65,528.4,687.12,515.27,776.16,662.44,698.58,660.2
693.03,106.75,705.38,94.9,682.96,95.38,726.6,106.36,668.38,108.28,770.66,175.32,634.32,181.23,806.49,268.05,586.53,262.46,854.41,225.95,516.75,221.87,747.93,384.67,659.77,380.34,759.59,528.46,687.8,512.68,776.91,663.49,698.6,660.47
687.87,105.96,703.06,94.87,680.18,93.93,727.65,106.63,667.68,105.68,771.16,175.41,635.45,179.1,807.26,267.53,586.99,262.58,854.71,227.04,517.6,224.53,748.48,384.05,660.28,381.11,759.95,528.97,687.65,514.25,776.65,664.62,698.47,660.14
686.24,105.85,701.1,95.03,679.65,93.6,728.1,106.92,669.59,103.36,771.51,175.74,636.73,178.87,805.48,268.05,587.75,262.24,854.87,226.78,516.29,225.11,748.0,384.79,661.37,380.51,759.89,524.99,687.87,513.64,776.95,664.63,698.7,660.65
695.13,122.79,707.27,109.06,684.85,109.92,729.48,114.29,671.2,117.4,774.79,184.32,640.91,188.81,797.18,277.46,624.34,282.05,815.94,256.32,593.38,273.23,752.42,385.55,672.71,389.7,759.77,526.41,691.02,521.27,776.67,666.16,698.81,665.28
695.88,123.98,708.43,110.3,685.94,111.23,729.87,115.61,671.45,118.81,774.16,184.17,639.4,189.84,799.26,276.26,621.7,282.92,818.07,260.06,590.3,271.61,752.47,387.52,668.28,388.02,761.78,522.78,690.99,521.41,777.81,666.63,698.79,664.87
697.18,125.18,709.68,111.89,686.67,112.87,730.33,117.94,671.59,120.13,773.96,184.61,639.94,190.58,799.85,272.79,621.71,282.2,822.99,263.78,586.52,274.25,754.55,385.69,669.75,389.24,762.12,523.61,692.74,520.83,777.55,666.87,698.45,662.74
697.4,126.02,709.91,112.78,686.95,113.69,730.54,119.06,672.01,121.06,774.42,185.8,641.1,191.57,801.71,276.66,620.34,281.73,822.87,264.19,583.82,276.93,754.5,387.79,670.54,389.3,760.97,526.87,691.91,522.42,776.47,666.67,698.24,662.65
698.4,127.37,710.74,113.47,687.92,114.78,731.05,119.79,672.8,121.69,774.71,185.67,641.51,191.72,802.25,276.61,620.4,280.17,823.18,263.29,585.96,278.25,753.58,384.35,672.75,385.41,762.29,522.53,692.58,521.98,777.05,667.63,698.42,662.76
699.24,127.82,711.27,114.09,688.89,115.56,731.88,120.13,673.52,121.96,774.81,185.27,641.95,192.29,803.46,276.52,622.33,281.8,824.71,263.49,588.29,278.76,753.17,383.15,672.98,390.39,763.96,520.5,692.99,520.76,775.9,665.7,698.86,664.44
699.72,128.11,711.51,114.48,689.51,115.72,732.6,120.1,674.16,122.02,775.04,185.49,642.85,191.95,802.86,274.28,622.81,281.31,822.84,266.35,591.13,280.86,753.38,382.79,673.77,389.26,764.41,523.56,692.6,520.69,774.45,669.01,698.73,663.61
700.55,128.52,712.83,115.2,689.47,115.5,733.25,120.48,674.44,122.78,775.55,185.64,643.89,192.35,803.69,273.1,623.35,280.97,823.98,266.04,591.56,282.98,753.89,384.97,674.95,388.56,766.06,520.93,692.9,521.44,774.95,668.79,698.88,663.5
701.03,128.97,713.46,115.87,690.23,115.97,733.97,121.26,675.06,123.06,777.14,184.78,643.98,192.43,805.9,273.45,624.21,280.45,826.89,264.84,592.75,283.15,756.14,386.89,676.49,386.33,767.07,524.98,693.16,521.6,776.04,667.06,699.26,663.54
701.48,129.19,713.39,115.87,691.22,116.79,734.76,121.27,676.32,123.48,778.07,184.9,648.11,192.07,808.86,272.85,623.36,279.95,828.24,265.1,594.13,283.58,759.77,386.17,678.96,388.0,770.55,527.35,694.56,520.65,776.28,667.45,699.1,661.33
701.88,129.09,714.03,115.97,691.37,116.88,735.99,121.21,677.23,124.55,779.88,186.14,649.62,192.6,809.12,269.32,623.69,280.04,830.16,265.92,594.28,283.35,762.07,389.31,680.3,390.32,770.33,527.7,694.36,517.29,775.93,667.55,701.02,662.61
701.72,128.34,713.62,114.72,691.48,116.35,737.06,121.45,678.73,124.85,782.12,186.47,650.41,192.56,813.98,269.93,623.47,278.53,834.75,264.63,593.35,281.77,763.87,389.55,683.87,390.73,770.45,526.11,694.7,518.17,776.24,668.61,699.05,660.8
699.99,125.25,713.3,112.31,690.76,114.09,738.62,120.97,680.54,125.48,784.37,186.18,653.04,192.67,824.88,270.18,621.6,278.36,843.5,256.12,590.47,275.26,763.06,393.12,685.88,395.12,770.76,532.55,695.07,520.79,775.89,668.03,700.28,660.71
698.14,122.55,711.49,109.75,690.12,112.71,740.1,119.5,682.9,125.17,786.65,185.27,653.17,191.74,831.79,269.04,618.6,280.53,846.07,252.79,589.81,269.82,766.0,394.81,683.49,393.99,772.25,529.64,696.56,519.02,776.55,668.27,699.61,661.74
751.27,132.68,765.21,119.55,743.24,120.37,793.1,124.41,734.4,126.42,838.75,191.67,707.21,195.9,880.23,284.08,671.37,291.99,891.69,263.2,640.07,269.26,812.64,395.81,733.42,395.78,800.89,543.29,729.02,513.65,780.37,665.43,710.27,637.87
754.36,132.12,768.04,118.44,746.37,118.76,794.91,123.59,735.78,125.56,840.27,192.23,707.65,195.28,887.4,286.26,667.25,291.54,896.84,261.42,639.47,267.19,812.3,402.63,731.79,398.44,800.52,542.38,730.14,512.52,780.67,666.33,713.93,638.36
756.92,130.85,770.54,117.05,748.84,117.98,796.56,122.2,738.15,124.6,841.28,192.14,707.69,194.52,889.51,285.87,665.78,288.53,897.03,258.9,638.84,263.5,811.9,399.35,732.82,394.67,800.82,542.62,730.93,510.36,780.94,665.53,715.22,640.17
759.62,128.31,772.42,114.76,750.08,116.32,797.56,121.39,738.8,125.18,841.76,191.2,707.92,193.65,890.19,283.97,664.25,287.58,895.5,253.47,637.09,259.22,813.71,400.73,733.01,392.91,799.5,539.67,730.53,508.14,780.34,666.1,714.13,641.17
760.06,127.29,772.89,113.58,750.47,115.24,797.33,120.61,738.74,124.24,842.01,190.06,707.98,192.56,892.56,283.71,662.34,285.67,895.33,248.1,634.74,253.72,813.4,400.96,732.08,392.89,798.88,537.16,730.53,507.29,779.44,667.59,711.06,643.7
760.47,126.96,772.95,113.48,750.51,114.82,797.06,120.59,737.86,123.78,841.08,190.29,707.8,192.88,891.99,283.47,661.09,285.68,893.8,244.64,634.61,250.99,812.59,398.45,732.62,394.71,798.93,539.19,730.88,509.27,779.68,667.65,708.55,650.86
760.19,127.11,772.52,113.72,750.08,115.19,796.25,120.84,737.26,124.3,842.22,191.54,704.89,194.82,889.14,285.47,660.97,287.04,888.38,238.52,633.63,249.18,813.74,396.66,728.55,388.25,797.69,542.1,729.71,507.27,780.6,665.71,707.65,658.88
759.4,128.68,771.33,115.17,748.8,116.58,794.4,121.33,735.63,124.93,840.31,192.33,703.48,195.6,884.04,286.85,660.96,288.44,885.89,238.78,633.78,249.63,812.85,396.45,726.6,392.34,797.79,540.44,729.35,512.03,780.34,665.65,704.52,662.56
756.49,129.73,769.13,115.88,746.48,117.0,792.5,121.66,733.72,125.85,837.48,193.02,701.56,196.69,876.56,288.89,659.08,288.75,883.53,242.95,633.46,254.17,812.1,399.8,725.93,392.52,796.4,543.0,729.91,512.92,781.02,665.81,706.38,670.66
752.17,129.31,764.74,115.19,742.42,116.34,789.83,120.54,730.65,125.65,835.06,193.78,698.77,196.92,872.46,290.53,658.58,291.57,880.57,247.18,630.01,258.39,807.89,401.03,722.27,396.2,795.44,536.71,729.2,513.75,780.08,665.33,709.03,671.46
745.24,127.76,757.98,113.21,736.3,115.54,785.73,119.64,726.4,124.73,831.96,194.02,695.31,195.11,868.31,290.94,657.12,291.23,877.59,253.74,627.66,261.81,805.21,402.86,721.05,396.08,794.45,542.65,728.99,516.12,779.29,664.88,711.04,670.33
739.47,126.07,752.34,111.8,730.95,114.58,781.8,117.88,723.02,122.72,827.65,191.55,694.09,194.49,862.95,288.28,656.64,291.02,874.13,254.83,625.45,264.08,800.44,398.77,717.92,396.06,790.02,541.51,728.4,516.36,778.42,663.65,712.14,676.51
734.02,125.4,746.55,111.12,725.56,113.42,777.57,115.64,717.85,122.65,823.92,190.32,689.82,193.51,860.64,288.17,654.08,290.81,872.89,252.12,625.84,263.6,795.55,399.38,715.68,399.93,788.51,538.67,725.9,516.63,778.16,662.01,710.28,670.72
729.13,124.85,741.22,110.8,720.33,113.04,773.42,113.96,713.97,121.86,821.75,188.94,684.99,191.63,857.09,287.53,652.44,292.76,867.45,249.16,623.35,262.03,794.83,390.82,711.01,394.91,787.13,541.78,723.72,516.71,777.62,662.56,710.16,669.92
704.88,136.06,718.05,121.63,695.69,123.11,747.86,119.95,688.2,125.06,798.94,183.37,663.64,192.19,834.64,271.19,634.12,285.78,853.25,265.04,594.36,276.91,779.08,385.86,699.21,396.19,785.97,544.84,712.07,525.57,778.56,656.25,706.93,673.35
697.07,140.38,709.97,125.61,687.85,127.18,740.41,122.61,681.38,127.65,793.3,184.22,658.04,193.84,826.62,263.82,631.29,286.29,848.59,271.79,591.49,282.6,776.31,385.15,695.05,396.63,785.08,535.74,713.01,517.58,778.82,652.75,707.1,673.16
660.18,151.76,674.82,138.48,652.97,137.85,703.59,145.2,644.51,142.63,753.09,184.21,616.68,209.79,818.87,230.38,560.69,289.39,902.01,249.78,555.93,241.28,765.91,390.15,677.99,399.72,789.14,544.39,701.24,525.28,763.4,645.65,702.98,668.38
656.61,144.75,669.77,130.52,647.77,132.78,699.33,133.44,639.14,138.15,741.02,175.13,618.92,203.07,785.9,225.79,588.64,274.63,875.02,241.1,585.49,241.94,763.9,372.09,683.71,387.51,781.72,529.87,711.44,525.92,751.11,652.34,696.89,672.39
656.09,144.95,668.92,130.81,646.92,132.7,698.27,133.11,637.48,137.85,738.74,174.41,618.82,202.63,782.02,225.1,585.43,276.94,872.45,239.78,586.75,241.37,760.35,377.04,684.08,387.15,783.38,529.03,710.44,525.11,751.24,650.62,700.81,673.48
654.87,144.88,667.03,130.16,645.32,132.42,696.44,132.29,636.34,138.53,737.33,173.44,616.16,203.07,780.71,224.07,584.61,276.86,870.39,239.1,588.11,242.99,761.36,367.16,682.86,385.37,784.77,528.6,706.75,523.76,751.58,653.96,698.75,674.56
653.65,144.85,666.02,130.04,643.48,132.82,694.53,131.4,635.24,138.26,736.47,172.71,614.07,205.28,779.87,223.4,585.28,276.97,867.83,238.48,588.59,242.6,753.93,372.8,678.69,384.99,783.4,526.66,704.75,523.52,754.4,650.72,698.78,674.17
652.87,145.16,665.01,130.09,642.72,132.95,693.52,130.75,634.0,138.98,736.1,172.47,614.6,204.52,780.79,222.58,582.98,277.55,869.63,237.5,588.22,242.71,756.24,372.53,678.58,384.62,784.12,527.33,704.24,523.53,756.45,651.87,698.5,673.87
651.79,145.49,664.02,130.54,641.61,133.63,692.72,131.13,633.09,138.76,736.05,172.16,612.84,204.75,781.53,220.99,581.25,277.79,871.01,236.5,585.69,242.59,756.91,372.71,681.42,382.26,784.37,529.44,704.7,522.82,756.51,652.83,698.87,672.99
651.03,146.72,663.16,131.99,640.43,135.29,691.89,132.78,632.22,140.73,734.84,173.07,611.8,205.09,783.19,220.74,580.5,277.82,872.36,235.82,583.39,240.43,758.81,374.68,679.61,385.24,785.03,529.89,704.29,525.78,756.36,654.74,699.55,671.99
650.27,147.59,662.47,132.78,639.41,136.26,691.04,134.06,631.61,140.94,733.89,173.36,613.09,202.62,783.57,219.95,579.82,277.67,873.96,235.11,581.51,238.59,757.83,369.48,684.37,381.61,782.23,529.87,704.45,524.83,756.06,653.5,699.41,671.48
648.75,149.53,660.85,134.58,638.56,138.28,689.84,134.93,630.27,142.19,733.82,173.68,609.65,206.3,786.5,219.86,576.78,277.11,875.16,234.95,578.76,238.74,764.68,386.27,681.58,379.67,785.95,527.3,704.84,523.09,755.42,654.67,699.78,669.89
647.23,151.84,659.25,137.01,636.81,140.49,688.62,136.78,629.13,143.82,733.55,174.54,607.26,207.12,786.75,218.89,576.23,278.31,874.93,235.6,578.21,240.5,763.7,387.08,684.64,390.65,786.95,527.36,705.87,525.11,756.0,653.52,699.54,672.19
646.71,161.37,658.52,147.57,636.89,149.09,688.05,143.65,627.64,148.35,735.48,178.25,609.03,209.83,795.62,219.19,566.66,285.6,879.64,237.78,566.39,249.55,759.83,375.16,685.43,397.23,800.0,511.48,715.45,519.38,794.44,650.12,704.82,672.63
649.81,162.69,662.37,148.53,639.61,150.15,691.36,145.32,630.66,150.47,736.22,179.86,609.5,210.84,795.57,220.22,566.84,286.02,879.52,238.46,567.17,249.68,760.96,380.68,682.24,398.36,805.08,511.0,720.16,521.63,807.24,654.19,707.69,671.23
653.33,165.16,665.58,150.99,642.93,152.24,693.68,148.86,632.89,152.8,737.77,183.99,610.13,214.7,795.99,223.38,567.39,287.68,881.97,240.18,568.99,249.88,758.99,383.44,677.82,402.38,808.4,520.0,724.03,524.27,822.48,656.21,709.02,672.26
658.3,169.84,670.02,156.29,647.54,156.96,696.36,153.44,636.17,157.51,736.16,188.76,613.74,216.05,795.95,229.37,569.18,290.22,880.41,246.61,571.21,250.49,758.46,385.3,674.51,406.52,809.31,524.24,725.84,527.59,839.61,660.48,713.72,672.84
662.34,173.81,674.29,159.23,651.24,161.3,699.77,158.26,639.06,163.55,737.57,195.08,615.72,221.97,795.93,239.56,571.17,293.56,879.86,253.34,575.04,251.14,755.37,390.76,672.33,406.51,807.49,524.19,723.54,530.46,851.52,664.35,721.62,672.94
668.46,177.0,679.88,163.25,656.62,165.08,701.42,162.99,641.47,168.17,735.97,205.71,618.85,226.3,790.73,250.61,574.77,295.68,875.73,263.14,583.59,249.33,751.97,398.66,675.09,411.17,808.72,526.28,723.4,535.71,865.65,663.28,722.44,677.19
675.8,178.94,686.04,164.78,662.54,166.35,703.25,167.26,643.08,171.73,732.19,208.34,628.85,232.79,779.9,255.88,581.76,296.41,866.94,268.97,596.09,244.41,747.15,398.1,669.76,413.42,806.54,524.52,719.77,533.84,874.45,661.89,725.09,681.19
683.61,175.34,692.6,161.32,669.17,163.13,704.61,163.98,644.35,170.38,726.17,209.85,619.86,228.51,764.36,257.18,590.81,290.97,853.05,266.54,615.04,238.1,747.18,400.86,671.52,407.36,806.9,523.15,716.72,534.11,878.15,654.27,723.16,677.08
